dataset;subtype;filepath;lineno;recno;timestamp_iso;severity;event;source;component;host;pid;tid;session;user;uid;gid;auid;euid;egid;exe;path;path_all;exec_args;exec_args_all;exec_env_all;src_ip;src_port;dst_ip;dst_port;proto;length;flags;http_method;http_url;http_status;bytes_sent;user_agent;referrer;category;subcategory;message;wazuh_rule_level;wazuh_rule_id;wazuh_decoder;wazuh_groups;wazuh_rule_description
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;293;293;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/lsefimmap.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/lsefimmap.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049184', now it is '1048905'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;294;294;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/lspci.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/lspci.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049185', now it is '1048906'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;295;295;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/ufs1.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/ufs1.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049189', now it is '1048910'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;296;296;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/legacycfg.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/legacycfg.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049190', now it is '1048911'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;297;297;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/efi_gop.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/efi_gop.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049197', now it is '1048918'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;298;298;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/minix3.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/minix3.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049198', now it is '1048919'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;299;299;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/macho.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/macho.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049204', now it is '1048925'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;300;300;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/luks.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/luks.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049205', now it is '1048926'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;301;301;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/videotest_checksum.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/videotest_checksum.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049213', now it is '1048934'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;302;302;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/legacy_password_test.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/legacy_password_test.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049217', now it is '1048938'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;303;303;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/echo.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/echo.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049223', now it is '1048944'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;304;304;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/signature_test.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/signature_test.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049224', now it is '1048945'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;305;305;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/adler32.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/adler32.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049230', now it is '1048951'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;306;306;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/chain.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/chain.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049232', now it is '1048953'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;307;307;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/afs.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/afs.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049237', now it is '1048958'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;308;308;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/uhci.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/uhci.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049238', now it is '1048959'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;309;309;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/lvm.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/lvm.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049242', now it is '1048963'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;310;310;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/lsefisystab.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/lsefisystab.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049247', now it is '1048968'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;311;311;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/grub/x86_64-efi/reiserfs.mod;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/grub/x86_64-efi/reiserfs.mod' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137074', now it is '1697479754'
Old inode was: '1049249', now it is '1048970'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;312;312;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/etc/cups/subscriptions.conf.O;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/etc/cups/subscriptions.conf.O' modified
Mode: scheduled
Changed attributes: mtime,inode,md5,sha1,sha256
Old modification time was: '1697479207', now it is '1697649644'
Old inode was: '132285', now it is '132649'
Old md5sum was: '7017638cb901e9bd4007b9e863a993af'
New md5sum is : 'c6cbb02fba27977f1333f69b7391ef93'
Old sha1sum was: '6fcfc5cbb95053bd6995456703a15180dfbf7bfd'
New sha1sum is : '3700143192fbb46b7d0f738f2e978410e818017a'
Old sha256sum was: '6047ed2d3b03ac2c963ddba56694dbfd046101c439eca6612a93753c5a6257aa'
New sha256sum is : '7e983e9969f27558ac79fc048823c4cacfe4b9d5f407d3fc4e357584f669e024'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;313;313;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/usr/bin/file;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/usr/bin/file' modified
Mode: scheduled
Changed attributes: mtime,inode,md5,sha1,sha256
Old modification time was: '1648141629', now it is '1694455146'
Old inode was: '262460', now it is '263531'
Old md5sum was: 'a7dd4345da602bb33498f910980ec983'
New md5sum is : '0a36338120f550bde06d95cd2b328444'
Old sha1sum was: '780151ce2508a5e802f253a3f700e6ee880aeacf'
New sha1sum is : 'b595c3caee4b23b2f044079499c1053e6dcea976'
Old sha256sum was: 'e70ac540f3a0e5660acf09ec927b1c8681efcb8b02fb9b08aab3594022245d0f'
New sha256sum is : 'ffa64f607f77d57cb3e2b650825868367a06eb91cdc5959c4e2f62ceb885b18a'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;314;314;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/usr/bin/getent;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/usr/bin/getent' modified
Mode: scheduled
Changed attributes: mtime,inode,md5,sha1,sha256
Old modification time was: '1657149803', now it is '1695653150'
Old inode was: '262534', now it is '270561'
Old md5sum was: 'ac9fbbaa4d1c849d65e4fd336add259e'
New md5sum is : '360bd049f5579dafa3818c9f80b0ac45'
Old sha1sum was: 'cc1f6dc784a9526311430f2fba4d7d061cdb0f46'
New sha1sum is : '387de7c162d59aaa45c955e553444c662fa8d038'
Old sha256sum was: '97f4c0193ab699e39466ada001e334b24906df28e5fe0eafb1bac134c5200015'
New sha256sum is : '1fbd6d01ee98394f4f5f2491250139e5df0079969b51503ac1a541dfa73a25d0'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;315;315;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/usr/bin/localedef;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/usr/bin/localedef' modified
Mode: scheduled
Changed attributes: mtime,inode,md5,sha1,sha256
Old modification time was: '1657149803', now it is '1695653150'
Old inode was: '262803', now it is '270565'
Old md5sum was: '675e3f40925ca011bb00aedfc358bde3'
New md5sum is : 'b507b8ef2dc3048b29e46b1fd5e2ceaa'
Old sha1sum was: '6b318ff3dea4c43dd732a62bafd5559518ec6d14'
New sha1sum is : '6cb29983f9738ec5d13348efef4caaa567db9d7b'
Old sha256sum was: '0668850d7c3ec93366a60ba62860568a773f57605a22e7af5cff5e8ee2669ec4'
New sha256sum is : '9bf9077e9c55434abb8bcf50629d3ad05e1146779814d520b68a8d9999fe08b9'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;316;316;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/usr/bin/ldd;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/usr/bin/ldd' modified
Mode: scheduled
Changed attributes: mtime,inode,md5,sha1,sha256
Old modification time was: '1657149803', now it is '1695653150'
Old inode was: '262772', now it is '270563'
Old md5sum was: '391741afba08eb43ea7425000d18eaa0'
New md5sum is : 'f188b4a0a4f55666adf37f19ca1dc616'
Old sha1sum was: '58b176d036e7880fcd54ec053797ce69af7f68d2'
New sha1sum is : 'ec26b79b6a583240bafa333511d3ee030cbe9240'
Old sha256sum was: '1410bfb28f579ccce17c4cf6fbbf836457a7c07eaab475b6a6f2cfa2842135d0'
New sha256sum is : '717d4597e7c63fc85b3280f95f196d5522299595054e506c8c5f2f75200b716b'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;317;317;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/usr/bin/mokutil;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/usr/bin/mokutil' modified
Mode: scheduled
Changed attributes: mtime,inode,md5,sha1,sha256
Old modification time was: '1682517383', now it is '1692911663'
Old inode was: '262889', now it is '294728'
Old md5sum was: 'd3bf6ee873d0f11bacee9b3db5dec2c0'
New md5sum is : '33bc89f7b955a1cd69e6578ec715aa52'
Old sha1sum was: '802e9ebb91ab7e5e4c0dac361d9ab33f0d23363d'
New sha1sum is : 'b2db3920f549b46291d6ca4cfae7aa8ba92c74e0'
Old sha256sum was: 'bea6c724e4c17993c1580fb3c5b7a35d0a1bf0a033580e94007324b36435ff91'
New sha256sum is : '73688e2f4d5428933f5e8d1156a6f61ea30fbd396a0f5c82b2b992e8602f1872'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;318;318;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/usr/bin/xxd;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/usr/bin/xxd' modified
Mode: scheduled
Changed attributes: mtime,inode,md5,sha1,sha256
Old modification time was: '1690868269', now it is '1696578583'
Old inode was: '263531', now it is '262211'
Old md5sum was: '556d348bdfa9e2995f378623948ff890'
New md5sum is : 'ad0e70ed6c9ade64a0b7668b16def2f2'
Old sha1sum was: '0257fe0f98e5db8918c1a8c5ad4b300658314c9b'
New sha1sum is : '12cb846e034488b331cf685f35f55f64b9c096b0'
Old sha256sum was: 'f47fda9a6fbf685eddb40eb90bc6cbb0a44b15d87aaf57e73e5625c75ca42113'
New sha256sum is : '4816d99b573d3a1aafb39507c92a5f259883f5c0d48c6a89358dc49c34092fbf'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;319;319;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/usr/bin/tzselect;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/usr/bin/tzselect' modified
Mode: scheduled
Changed attributes: mtime,inode,md5,sha1,sha256
Old modification time was: '1657149803', now it is '1695653150'
Old inode was: '263364', now it is '270567'
Old md5sum was: 'ba85d7fc0b7153f86986f871bec27920'
New md5sum is : '99e502938398a4c80b263a57ff173098'
Old sha1sum was: 'c5f6b180c774adcdbc51901f90c76ebc447583e2'
New sha1sum is : 'ceb11d5e35d88c4991c92d476e7811d01f26d2f2'
Old sha256sum was: '40b854e1e00957c7610b21ed2f589c692bc5ddc5414223df073c5a0938845af2'
New sha256sum is : 'abd1f5a9a58274708a590aba8c51eb1b998e6b3a30fc518381799cdfd218b21d'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;320;320;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/usr/sbin/update-locale;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/usr/sbin/update-locale' modified
Mode: scheduled
Changed attributes: inode
Old inode was: '270558', now it is '291538'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;321;321;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/vmlinuz;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/vmlinuz' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137080', now it is '1697479970'
Old inode was: '1048893', now it is '1048583'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;322;322;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/vmlinuz.old;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/vmlinuz.old' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137080', now it is '1697479970'
Old inode was: '1048892', now it is '1049176'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;323;323;;WARNING;550;syscheck_integrity_changed; ;machine-2; ;; ; ; ; ; ;;; ;/boot/initrd.img;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_integrity_changed;"File '/boot/initrd.img' modified
Mode: scheduled
Changed attributes: mtime,inode
Old modification time was: '1696137080', now it is '1697479970'
Old inode was: '1048582', now it is '1048893'
";7;550;syscheck_integrity_changed;"[""ossec"",""syscheck"",""syscheck_entry_modified"",""syscheck_file""]";Integrity checksum changed.
06-20-October;wazuh;E:\Cours\TFE\data\raw\Datasets\06-20-October.csv;324;324;;WARNING;554;syscheck_new_entry; ;machine-2; ;; ; ; ; ; ;;; ;/boot/config-6.2.0-34-generic;; ;;; ; ;;; ;;;; ;;;;;file_integrity;syscheck_new_entry;"File '/boot/config-6.2.0-34-generic' added
Mode: scheduled
";5;554;syscheck_new_entry;"[""ossec"",""syscheck"",""syscheck_entry_added"",""syscheck_file""]";File added to the system.
